Unnamed: 0,rating,review,Processed_Review,Sentiment
3924,1,"The restaurant is highly underrated. The ambience is beautiful. We went when it wasn't super crowded and the service was exemplary. Coming to the food, everything we ordered was fresh and tasty. We loved the experience. Highly recommended",restaurant highly underrated ambience beautiful went super crowded service exemplary coming food everything ordered fresh tasty loved experience highly recommended,POSITIVE
3925,5,Excellent taste of spring rolls,excellent taste spring roll,POSITIVE
3926,4,.,,NEUTRAL
3927,1,The food over here was always good and after the renovation the restaurant and the banquet both looks amazing!,food always good renovation restaurant banquet look amazing,POSITIVE
3928,1,The quantity of food was very good..loved the food... ambience was awesome... proper safety measures were taken in view of the Covid-19 pandemic...,quantity food good loved food ambience awesome proper safety measure taken view covid pandemic,POSITIVE
3929,5,We ordered burnt garlic soup and manchow soup ---- manchow was good burnt garlic was weird <br/>Starters ::: sizlling potatoes was having extra salt <br/>Main course : very very bad tasting with extra salt and masala 's <br/>Should teach the cook<br/>,ordered burnt garlic soup manchow soup manchow good burnt garlic weird br starter sizlling potato extra salt br main course bad tasting extra salt masala br teach cook br,NEGATIVE
3930,1,burt masala dosa,burt masala dosa,NEUTRAL
3931,1,I order 3 item but received 2 item tell me How ,order item received item tell,NEUTRAL
3932,1,supar dost thanks,supar dost thanks,POSITIVE
3933,5,third class dhosa,third class dhosa,NEUTRAL
3934,1,gud,gud,NEUTRAL
3935,1,bakvaas khana he ye.....minas 200 rating dunga,bakvaas khana ye mina rating dunga,NEUTRAL
3936,5,mendu vada so oily and test is third class and sambhar so salty😈😈😈😈,mendu vada oily test third class sambhar salty,NEUTRAL
3937,5,sooo cheappp,sooo cheappp,NEUTRAL
3938,1,third class quality dosha is totally burn and sambhar is not good,third class quality dosha totally burn sambhar good,POSITIVE
3939,4,Taste was delicious too lower price good quality and quantity given this restaurant I reffer my all friends and family ,taste delicious lower price good quality quantity given restaurant reffer friend family,POSITIVE
3940,1,namak nahi tha ,namak nahi tha,NEUTRAL
3941,1,Pay for Nothing...i wast my money for ordering from your restaurant,pay nothing wast money ordering restaurant,NEGATIVE
3942,5,good,good,POSITIVE
3943,5,food was smelling bad,food smelling bad,NEGATIVE
3944,3,zomato jaise platform pe sv food cornar jaisha thela nahi   <br/>hona chahiye,zomato jaise platform pe sv food cornar jaisha thela nahi br hona chahiye,NEUTRAL
3945,2,pooor quantity and quality,pooor quantity quality,NEUTRAL
3946,5,yummy 😋,yummy,POSITIVE
3947,5,"worst taste and high price, very disappointed ",worst taste high price disappointed,NEGATIVE
3948,5,Worst quality of the food sent by the restraunt even the dogs would never eat those stale dosa and idl sent by the restraunt aak thooo what a shame how zomato has taken this restraunt int the list. if u want to waste ur valuable money on these kind of zomatos restraunt than u r most wlecome to waste ur hard earnee money and get laid in a good hospital for weeks. ,worst quality food sent restraunt even dog would never eat stale dosa idl sent restraunt aak thooo shame zomato taken restraunt int list u want waste ur valuable money kind zomatos restraunt u r wlecome waste ur hard earnee money get laid good hospital week,NEGATIVE
3949,4,for the size of Dosa and amount charged is not at all reasonable ,size dosa amount charged reasonable,NEGATIVE
3950,1,Idly and mysore masala dosa are so bad.Chutney was okay range but vada and sambhar are very bad.I ha,idly mysore masala dosa bad chutney okay range vada sambhar bad ha,NEGATIVE
3951,5,bekar tha bhai esa koi dhosa Banta he kya jala huwa,bekar tha bhai esa koi dhosa banta kya jala huwa,NEUTRAL
3952,1,food was good but restaurant address is incorrect. it showed udhnagam but was far away from dindoli,food good restaurant address incorrect showed udhnagam far away dindoli,POSITIVE
3953,2,"Not good food quality ,,,not better test ,,not hot ",good food quality better test hot,POSITIVE
3954,2,theek hai🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣,theek hai,NEUTRAL
3955,1,ghjjvhcczcbiibgcknbvf: ama@24 one orga Sujutsujeet Sandeep Rafat SS8,ghjjvhcczcbiibgcknbvf ama one orga sujutsujeet sandeep rafat s,NEUTRAL
3956,5,Idli so hard<br/>Tastes like spoiled idli. Feels like yesterday's reheated food.,idli hard br taste like spoiled idli feel like yesterday reheated food,POSITIVE
3957,5,taste was actually very very bad 😕 cheese thik se nhi tha koi taste he nhi tha pata nhi kya bana k bhej diya..raat ko banane ka kantala aa raha tha tau order cancel kr dete itna ghatiya bhaji bhejne ki kya zaroorat thi? very disappointing. I wanted it to throw out lekin hamare yaha khane ko phenkte nhi esliye aapki ghatiya pavbhaji bhi khaani padi and I feel so bad now that why I filled my stomach with such bad tasted bhaji😫,taste actually bad cheese thik se nhi tha koi taste nhi tha pata nhi kya bana k bhej diya raat ko banane ka kantala aa raha tha tau order cancel kr dete itna ghatiya bhaji bhejne ki kya zaroorat thi disappointing wanted throw lekin hamare yaha khane ko phenkte nhi esliye aapki ghatiya pavbhaji bhi khaani padi feel bad filled stomach bad tasted bhaji,NEGATIVE
3958,3,Not good food for taste and health,good food taste health,POSITIVE
3959,1,it's oily noodle and smell like dirty ,oily noodle smell like dirty,NEGATIVE
3960,4,ekadam ghatiya quality,ekadam ghatiya quality,NEUTRAL
3961,1,tasty,tasty,NEUTRAL
3962,1,nathi maza not like pav bhaji<br/>I though half,nathi maza like pav bhaji br though half,POSITIVE
3963,1,They are very bad at sending right orders to right customers.. my order was PURE JAIN I mentioned while ordering it and also made a call that please make it PURE JAIN but they where VERY VERY careless about the order..<br/>…………………..DO NOT ORDER FROM HERE…………………..,bad sending right order right customer order pure jain mentioned ordering also made call please make pure jain careless order br order,NEGATIVE
3964,1,test is not good...so spicy...,test good spicy,POSITIVE
3965,2,Both item was raw i throw it. Not any taste smell bad and totally raw food,item raw throw taste smell bad totally raw food,NEGATIVE
3966,1,best quality<br/>jabardast teast ,best quality br jabardast teast,POSITIVE
3967,1,too let for food prepared ,let food prepared,POSITIVE
3968,3,"Mene jain pav bhaji order kiya tha unhone onion garlic wala bhej diya uper se late delivery horrible experience of this restaurant, ",mene jain pav bhaji order kiya tha unhone onion garlic wala bhej diya uper se late delivery horrible experience restaurant,NEGATIVE
3969,2,not as expected ,expected,NEUTRAL
3970,5,no chutney in parcel,chutney parcel,NEUTRAL
3971,5,wastage of money...Hukm taste,wastage money hukm taste,NEUTRAL
3972,5,bansh kro kaki ni bhaji ma zomato,bansh kro kaki ni bhaji zomato,NEUTRAL
3973,1,very late delivery,late delivery,NEUTRAL
3974,1,wastage of money...Hukm taste,wastage money hukm taste,NEUTRAL
3975,4,bansh kro kaki ni bhaji ma zomato,bansh kro kaki ni bhaji zomato,NEUTRAL
3976,1,very late delivery,late delivery,NEUTRAL
3977,4,wastage of money...Hukm taste,wastage money hukm taste,NEUTRAL
3978,1,bansh kro kaki ni bhaji ma zomato,bansh kro kaki ni bhaji zomato,NEUTRAL
3979,2,very late delivery,late delivery,NEUTRAL
3980,5,wastage of money...Hukm taste,wastage money hukm taste,NEUTRAL
3981,1,bansh kro kaki ni bhaji ma zomato,bansh kro kaki ni bhaji zomato,NEUTRAL
3982,3,very late delivery,late delivery,NEUTRAL
3983,5,wastage of money...Hukm taste,wastage money hukm taste,NEUTRAL
3984,1,bansh kro kaki ni bhaji ma zomato,bansh kro kaki ni bhaji zomato,NEUTRAL
3985,1,very late delivery,late delivery,NEUTRAL
3986,5,wastage of money...Hukm taste,wastage money hukm taste,NEUTRAL
3987,3,bansh kro kaki ni bhaji ma zomato,bansh kro kaki ni bhaji zomato,NEUTRAL
3988,1,very late delivery,late delivery,NEUTRAL
3989,1,wastage of money...Hukm taste,wastage money hukm taste,NEUTRAL
3990,5,bansh kro kaki ni bhaji ma zomato,bansh kro kaki ni bhaji zomato,NEUTRAL
3991,3,very late delivery,late delivery,NEUTRAL
3992,2,wastage of money...Hukm taste,wastage money hukm taste,NEUTRAL
3993,4,bansh kro kaki ni bhaji ma zomato,bansh kro kaki ni bhaji zomato,NEUTRAL
3994,1,very late delivery,late delivery,NEUTRAL
3995,5,wastage of money...Hukm taste,wastage money hukm taste,NEUTRAL
3996,5,bansh kro kaki ni bhaji ma zomato,bansh kro kaki ni bhaji zomato,NEUTRAL
3997,2,very late delivery,late delivery,NEUTRAL
3998,1,good,good,POSITIVE
3999,5,No Glass Provide ,glass provide,NEUTRAL
4000,5,it was full of sugar and too sweet ,full sugar sweet,POSITIVE
4001,5,bohot acha,bohot acha,NEUTRAL
4002,1,Pani hai ki juice hai,pani hai ki juice hai,NEUTRAL
4003,1,worst juices i every drank,worst juice every drank,NEGATIVE
4004,1,I have orderd juice but no glass no strow in juice bag . This is not good .very bad experince.,orderd juice glass strow juice bag good bad experince,NEGATIVE
4005,2,help our son at time of rain at INS HOSPITAL <br/>THANKS LOT,help son time rain in hospital br thanks lot,POSITIVE
4006,5,I asked without sugar juice which was accepted..but send with sugar juice,asked without sugar juice accepted send sugar juice,NEGATIVE
4007,5,very reasonable rate then others taste and quality also good ,reasonable rate others taste quality also good,POSITIVE
4008,1,Carrots mix😃👎👎👎👎👎,carrot mix,NEUTRAL
4009,1,Superb test,superb test,POSITIVE
4010,2,the juice has artificial sweetness in it...not worth...not fresh,juice artificial sweetness worth fresh,POSITIVE
4011,1,Never order again totally bakvash,never order totally bakvash,NEUTRAL
4012,5,dissatisfied,dissatisfied,NEGATIVE
4013,4,this is apple juice with Green colour. <br/><br/>return to my paymentt,apple juice green colour br br return paymentt,NEUTRAL
4014,5,good,good,POSITIVE
4015,4,testless juice delivered,testless juice delivered,NEUTRAL
4016,5,😡😡😤🤮,,NEUTRAL
4017,5,seen insects dead and floating in the juice.. what shoud i do now. i have ordered 2 to 3 times past 3 days.. i didnt motice anything. but today morining i noticed it. after receiving the parcel,seen insect dead floating juice shoud ordered time past day didnt motice anything today morining noticed receiving parcel,NEGATIVE
4018,5,need refund....taste was pathetic,need refund taste pathetic,NEGATIVE
4019,2,"1 mosambi aur 1 orange juice mangwaya tha. Dono mosambi hi bhej diya. Juice me sugar mana kiya tha, toh sugar ke badle paani daal diya🤣",mosambi aur orange juice mangwaya tha dono mosambi hi bhej diya juice sugar mana kiya tha toh sugar ke badle paani daal diya,NEUTRAL
4020,5,All juice are bad... Juice smells bad.. i threw it in the trash,juice bad juice smell bad threw trash,NEGATIVE
4021,5,i have placed an order of pesto pasta and they have sent me this,placed order pesto pasta sent,NEUTRAL
4022,5,very good,good,POSITIVE
4023,1,Good taste <br/>Cooking instructions followed very carefully,good taste br cooking instruction followed carefully,POSITIVE
4024,1,Greatest food by this cafe. I always order lababdar and cheese naan. I loved it.,greatest food cafe always order lababdar cheese naan loved,POSITIVE
4025,4,Bad taste less quantity high prices worst packaging,bad taste less quantity high price worst packaging,NEGATIVE
4026,4,"Very bad taste of food..we ordered fries,spaggetti,sizzler and soup..Soup were spicy,fries were very oily,spaggetti was half cooked and sizzler was worst..will not recommend anyone and will never visit again…!",bad taste food ordered fry spaggetti sizzler soup soup spicy fry oily spaggetti half cooked sizzler worst recommend anyone never visit,NEGATIVE
